solo_competitive_rank,rank_tier,competitive_rank,mmr_estimate,leaderboard_rank,account_id,personaname,name,plus,cheese,steamid,avatar,avatarmedium,avatarfull,profileurl,last_login,loccountrycode,status,is_contributor,is_subscriber
1692.0,,2168.0,{'estimate': 2111},,131684905,古兰经倒背如流,,False,0,76561198091950633,https://avatars.steamstatic.com/b06093555b8c23375db9959e2ff96282bcb8e557.jpg,https://avatars.steamstatic.com/b06093555b8c23375db9959e2ff96282bcb8e557_medium.jpg,https://avatars.steamstatic.com/b06093555b8c23375db9959e2ff96282bcb8e557_full.jpg,https://steamcommunity.com/profiles/76561198091950633/,,,,False,False
,42.0,,{'estimate': 3077},,132039214,Milk,,False,0,76561198092304942,https://avatars.steamstatic.com/18cf9e93edbe79213f24fd277a0c8fc05e9ec68f.jpg,https://avatars.steamstatic.com/18cf9e93edbe79213f24fd277a0c8fc05e9ec68f_medium.jpg,https://avatars.steamstatic.com/18cf9e93edbe79213f24fd277a0c8fc05e9ec68f_full.jpg,https://steamcommunity.com/id/Ggpunky/,,US,,False,False
5171.0,80.0,3956.0,{'estimate': 4196},772.0,140011059,葫芦娃,,False,0,76561198100276787,https://avatars.steamstatic.com/fd4eb830996666a1f32280771c3180cb46da0bad.jpg,https://avatars.steamstatic.com/fd4eb830996666a1f32280771c3180cb46da0bad_medium.jpg,https://avatars.steamstatic.com/fd4eb830996666a1f32280771c3180cb46da0bad_full.jpg,https://steamcommunity.com/profiles/76561198100276787/,,,,False,False
,,,{},,116842042,Vươngzz,,False,0,76561198077107770,https://avatars.steamstatic.com/5990250d448bc9bc2fce41b0c378ba4515a7b4c3.jpg,https://avatars.steamstatic.com/5990250d448bc9bc2fce41b0c378ba4515a7b4c3_medium.jpg,https://avatars.steamstatic.com/5990250d448bc9bc2fce41b0c378ba4515a7b4c3_full.jpg,https://steamcommunity.com/id/VnShilver1st/,,VN,,False,False
4676.0,80.0,,{'estimate': 4949},1438.0,90544703,Hoshigaki Kisame - 〃,,False,0,76561198050810431,https://avatars.steamstatic.com/6a9eebe1db9a96e4876a381fa4a808476395fe8e.jpg,https://avatars.steamstatic.com/6a9eebe1db9a96e4876a381fa4a808476395fe8e_medium.jpg,https://avatars.steamstatic.com/6a9eebe1db9a96e4876a381fa4a808476395fe8e_full.jpg,https://steamcommunity.com/profiles/76561198050810431/,,RU,,False,False
4092.0,52.0,4138.0,{'estimate': 3800},,295831105,DOODLES,,True,0,76561198256096833,https://avatars.steamstatic.com/83a40ec73950db3fbb3fcf2ac5faab54d3fa14e1.jpg,https://avatars.steamstatic.com/83a40ec73950db3fbb3fcf2ac5faab54d3fa14e1_medium.jpg,https://avatars.steamstatic.com/83a40ec73950db3fbb3fcf2ac5faab54d3fa14e1_full.jpg,https://steamcommunity.com/profiles/76561198256096833/,,UA,,False,False
,80.0,,{'estimate': 5081},1926.0,140571204,LingoRingo,,False,0,76561198100836932,https://avatars.steamstatic.com/6156e3cf44b6be7a0c907986d8c1190da798c35b.jpg,https://avatars.steamstatic.com/6156e3cf44b6be7a0c907986d8c1190da798c35b_medium.jpg,https://avatars.steamstatic.com/6156e3cf44b6be7a0c907986d8c1190da798c35b_full.jpg,https://steamcommunity.com/profiles/76561198100836932/,,,,False,False
,80.0,,{'estimate': 5035},3911.0,909236804,ouns,,False,0,76561198869502532,https://avatars.steamstatic.com/86102ba2bcf17ef9351fb5254801dffafc8b7131.jpg,https://avatars.steamstatic.com/86102ba2bcf17ef9351fb5254801dffafc8b7131_medium.jpg,https://avatars.steamstatic.com/86102ba2bcf17ef9351fb5254801dffafc8b7131_full.jpg,https://steamcommunity.com/profiles/76561198869502532/,,JP,,False,False
4659.0,80.0,3980.0,{'estimate': 4537},4993.0,342388807,机会,,False,0,76561198302654535,https://avatars.steamstatic.com/4a74b09a6e747006300e01b0ae6184b4733c8878.jpg,https://avatars.steamstatic.com/4a74b09a6e747006300e01b0ae6184b4733c8878_medium.jpg,https://avatars.steamstatic.com/4a74b09a6e747006300e01b0ae6184b4733c8878_full.jpg,https://steamcommunity.com/profiles/76561198302654535/,,,,False,False
,80.0,,{'estimate': 6413},164.0,135575109,Real,,False,0,76561198095840837,https://avatars.steamstatic.com/247491f80ab71761ec0ae9694729a44dcd2fa3ad.jpg,https://avatars.steamstatic.com/247491f80ab71761ec0ae9694729a44dcd2fa3ad_medium.jpg,https://avatars.steamstatic.com/247491f80ab71761ec0ae9694729a44dcd2fa3ad_full.jpg,https://steamcommunity.com/profiles/76561198095840837/,,,,False,False
,,,{},,345399881,mirniy.aleks,,False,0,76561198305665609,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198305665609/,,,,False,False
,,,{'estimate': 3103},,164202570,seeuu,,False,0,76561198124468298,https://avatars.steamstatic.com/dccea0666dfe2946e32126a63a3d34ea7233e3c5.jpg,https://avatars.steamstatic.com/dccea0666dfe2946e32126a63a3d34ea7233e3c5_medium.jpg,https://avatars.steamstatic.com/dccea0666dfe2946e32126a63a3d34ea7233e3c5_full.jpg,https://steamcommunity.com/profiles/76561198124468298/,,MY,,False,False
,80.0,,{'estimate': 4974},1536.0,1022244430,Sicko,,False,0,76561198982510158,https://avatars.steamstatic.com/99aa41468b977beb5b7fd67ede47afc1933f38db.jpg,https://avatars.steamstatic.com/99aa41468b977beb5b7fd67ede47afc1933f38db_medium.jpg,https://avatars.steamstatic.com/99aa41468b977beb5b7fd67ede47afc1933f38db_full.jpg,https://steamcommunity.com/profiles/76561198982510158/,,PH,,False,False
5754.0,80.0,,{'estimate': 5048},1731.0,56439887,Ohota krepkoe,,False,0,76561198016705615,https://avatars.steamstatic.com/01687fcfef10ff5ea54ff5fb16f52db7a4ec6aaf.jpg,https://avatars.steamstatic.com/01687fcfef10ff5ea54ff5fb16f52db7a4ec6aaf_medium.jpg,https://avatars.steamstatic.com/01687fcfef10ff5ea54ff5fb16f52db7a4ec6aaf_full.jpg,https://steamcommunity.com/id/Genisis95/,,RU,,False,False
4734.0,80.0,3825.0,{'estimate': 4536},2994.0,113446485,nbwyk,,False,0,76561198073712213,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198073712213/,,,,False,False
4185.0,80.0,3829.0,{'estimate': 4347},1295.0,268590680,....,,False,0,76561198228856408,https://avatars.steamstatic.com/fcba662217dbe27de744fa30ddc4fe62ed83b28a.jpg,https://avatars.steamstatic.com/fcba662217dbe27de744fa30ddc4fe62ed83b28a_medium.jpg,https://avatars.steamstatic.com/fcba662217dbe27de744fa30ddc4fe62ed83b28a_full.jpg,https://steamcommunity.com/profiles/76561198228856408/,2019-10-12T04:46:46.150Z,,,False,False
4759.0,80.0,,{'estimate': 4860},1651.0,333065824,暗黑蝶的野爹,,False,0,76561198293331552,https://avatars.steamstatic.com/8990124f1850dc9a094a5e08a6026db9dd6516ea.jpg,https://avatars.steamstatic.com/8990124f1850dc9a094a5e08a6026db9dd6516ea_medium.jpg,https://avatars.steamstatic.com/8990124f1850dc9a094a5e08a6026db9dd6516ea_full.jpg,https://steamcommunity.com/profiles/76561198293331552/,,,,False,False
,80.0,,{'estimate': 4661},3244.0,875394145,我 擦 你们 吗,,False,0,76561198835659873,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198835659873/,,,,False,False
,,,{'estimate': 4821},,1065366112,Armlet,,False,0,76561199025631840,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561199025631840/,,,,False,False
,80.0,,{'estimate': 4605},2202.0,483004518,一滴都不剩了,,False,0,76561198443270246,https://avatars.steamstatic.com/291093aa81fda92480caaf4e3260b202236eb6a6.jpg,https://avatars.steamstatic.com/291093aa81fda92480caaf4e3260b202236eb6a6_medium.jpg,https://avatars.steamstatic.com/291093aa81fda92480caaf4e3260b202236eb6a6_full.jpg,https://steamcommunity.com/profiles/76561198443270246/,,CN,,False,False
,,,{'estimate': 2009},,476657254,0Ppa!!!,,False,0,76561198436922982,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198436922982/,,,,False,False
5249.0,80.0,,{'estimate': 5189},2862.0,83003505,Lama bandana,,True,0,76561198043269233,https://avatars.steamstatic.com/c79b5d6a7a7084d8a26212c9fe865814aa963b1c.jpg,https://avatars.steamstatic.com/c79b5d6a7a7084d8a26212c9fe865814aa963b1c_medium.jpg,https://avatars.steamstatic.com/c79b5d6a7a7084d8a26212c9fe865814aa963b1c_full.jpg,https://steamcommunity.com/profiles/76561198043269233/,,AM,,False,False
,80.0,,{'estimate': 6209},543.0,847108724,Ain,,False,0,76561198807374452,https://avatars.steamstatic.com/80d0cb79abf3c453274fdf8d81c9cfdef6880734.jpg,https://avatars.steamstatic.com/80d0cb79abf3c453274fdf8d81c9cfdef6880734_medium.jpg,https://avatars.steamstatic.com/80d0cb79abf3c453274fdf8d81c9cfdef6880734_full.jpg,https://steamcommunity.com/id/qweternity/,2019-05-14T21:24:35.938Z,BY,,False,False
4519.0,80.0,,{'estimate': 4531},4839.0,182519925,Kaiba seto,,False,0,76561198142785653,https://avatars.steamstatic.com/1b83e35337724775070418e3aaa1adc3a3b0c84f.jpg,https://avatars.steamstatic.com/1b83e35337724775070418e3aaa1adc3a3b0c84f_medium.jpg,https://avatars.steamstatic.com/1b83e35337724775070418e3aaa1adc3a3b0c84f_full.jpg,https://steamcommunity.com/profiles/76561198142785653/,2018-08-22T09:59:57.878Z,,,False,False
,,,{'estimate': 2591},,96257652,Bugz.Кедр,,False,0,76561198056523380,https://avatars.steamstatic.com/a4a31f9cfbb79e55ccd7d8d8e36f0058131035eb.jpg,https://avatars.steamstatic.com/a4a31f9cfbb79e55ccd7d8d8e36f0058131035eb_medium.jpg,https://avatars.steamstatic.com/a4a31f9cfbb79e55ccd7d8d8e36f0058131035eb_full.jpg,https://steamcommunity.com/profiles/76561198056523380/,,RU,,False,False
,80.0,,{'estimate': 4720},2514.0,982368894,这就是强者的世界吗,,False,0,76561198942634622,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198942634622/,,,,False,False
,80.0,,{'estimate': 3687},2665.0,115919999,Joker,,False,0,76561198076185727,https://avatars.steamstatic.com/eeb65eccb7f0e4ab6601c11e36b9dbe71f0d2c03.jpg,https://avatars.steamstatic.com/eeb65eccb7f0e4ab6601c11e36b9dbe71f0d2c03_medium.jpg,https://avatars.steamstatic.com/eeb65eccb7f0e4ab6601c11e36b9dbe71f0d2c03_full.jpg,https://steamcommunity.com/profiles/76561198076185727/,,,,False,False
,80.0,,{'estimate': 4589},4907.0,246787221,Stay Peachy,,False,0,76561198207052949,https://avatars.steamstatic.com/d267d096dc636fd4c419ea6831fdf257acd70c04.jpg,https://avatars.steamstatic.com/d267d096dc636fd4c419ea6831fdf257acd70c04_medium.jpg,https://avatars.steamstatic.com/d267d096dc636fd4c419ea6831fdf257acd70c04_full.jpg,https://steamcommunity.com/profiles/76561198207052949/,2020-01-28T10:03:49.003Z,US,,False,False
3732.0,80.0,4961.0,{'estimate': 3648},4900.0,177999514,Засыпаю под доту,,False,0,76561198138265242,https://avatars.steamstatic.com/8e7cdabf333e303eb929d06b9613c8357ce2504a.jpg,https://avatars.steamstatic.com/8e7cdabf333e303eb929d06b9613c8357ce2504a_medium.jpg,https://avatars.steamstatic.com/8e7cdabf333e303eb929d06b9613c8357ce2504a_full.jpg,https://steamcommunity.com/profiles/76561198138265242/,2020-02-21T19:21:20.926Z,VA,,False,False
,,,{},,177968799,-sempoi-,,False,0,76561198138234527,https://avatars.steamstatic.com/8741f97e0e243cd2153b1540335ecbd578fea0d0.jpg,https://avatars.steamstatic.com/8741f97e0e243cd2153b1540335ecbd578fea0d0_medium.jpg,https://avatars.steamstatic.com/8741f97e0e243cd2153b1540335ecbd578fea0d0_full.jpg,https://steamcommunity.com/profiles/76561198138234527/,,,,False,False
,,,{'estimate': 3647},,118374048,Dat Boi,,False,0,76561198078639776,https://avatars.steamstatic.com/f33d5b35383ac20783aa23b2f4072a495e74ab9e.jpg,https://avatars.steamstatic.com/f33d5b35383ac20783aa23b2f4072a495e74ab9e_medium.jpg,https://avatars.steamstatic.com/f33d5b35383ac20783aa23b2f4072a495e74ab9e_full.jpg,https://steamcommunity.com/profiles/76561198078639776/,,,,False,False
,80.0,,{'estimate': 4768},337.0,447835809,mockingjay,,False,0,76561198408101537,https://avatars.steamstatic.com/a7712310f84d9e86b71441ebb010d70b83e36a83.jpg,https://avatars.steamstatic.com/a7712310f84d9e86b71441ebb010d70b83e36a83_medium.jpg,https://avatars.steamstatic.com/a7712310f84d9e86b71441ebb010d70b83e36a83_full.jpg,https://steamcommunity.com/profiles/76561198408101537/,,,,False,False
5027.0,80.0,4627.0,{'estimate': 5680},296.0,129530532,76561198089796260,,False,0,76561198089796260,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198089796260/,,CA,,False,False
2202.0,,,{'estimate': 2255},,116178085,RHAEGAR TARGARYEN,,False,0,76561198076443813,https://avatars.steamstatic.com/35d70d49a81f230ffd6180fe1a457cb7f1d21eec.jpg,https://avatars.steamstatic.com/35d70d49a81f230ffd6180fe1a457cb7f1d21eec_medium.jpg,https://avatars.steamstatic.com/35d70d49a81f230ffd6180fe1a457cb7f1d21eec_full.jpg,https://steamcommunity.com/profiles/76561198076443813/,,,,False,False
,80.0,,{'estimate': 5248},684.0,990725799,A接W接外圈就那个一刮,,False,0,76561198950991527,https://avatars.steamstatic.com/76c6219a8f08781bd2d017ce9125002c397f8a0d.jpg,https://avatars.steamstatic.com/76c6219a8f08781bd2d017ce9125002c397f8a0d_medium.jpg,https://avatars.steamstatic.com/76c6219a8f08781bd2d017ce9125002c397f8a0d_full.jpg,https://steamcommunity.com/profiles/76561198950991527/,,,,False,False
6134.0,80.0,4222.0,{'estimate': 4820},636.0,177924776,:),,False,0,76561198138190504,https://avatars.steamstatic.com/b16b07104cc7c91a68f2b9f8180f81f40f32b22f.jpg,https://avatars.steamstatic.com/b16b07104cc7c91a68f2b9f8180f81f40f32b22f_medium.jpg,https://avatars.steamstatic.com/b16b07104cc7c91a68f2b9f8180f81f40f32b22f_full.jpg,https://steamcommunity.com/profiles/76561198138190504/,,,,False,False
,32.0,,{'estimate': 2329},,176114855,La Torpille,,False,0,76561198136380583,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198136380583/,2018-08-01T20:01:50.110Z,,,False,False
7048.0,80.0,5609.0,{'estimate': 5784},4676.0,299173568,pk demon vs ur 0.4/6 AA smg,,True,0,76561198259439296,https://avatars.steamstatic.com/b2f22910e4cb6c31595b21298287bdbb2667dd4b.jpg,https://avatars.steamstatic.com/b2f22910e4cb6c31595b21298287bdbb2667dd4b_medium.jpg,https://avatars.steamstatic.com/b2f22910e4cb6c31595b21298287bdbb2667dd4b_full.jpg,https://steamcommunity.com/id/notfannfann/,2021-10-17T16:21:05.703Z,SG,,False,False
,,,{'estimate': 2864},,361443520,Atomic-G,,False,0,76561198321709248,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198321709248/,,,,False,False
5773.0,80.0,4803.0,{'estimate': 5226},268.0,96928450,你开心就好,,False,0,76561198057194178,https://avatars.steamstatic.com/3495a2d38f4b7a69cbed80a5c44c39942c3b84b2.jpg,https://avatars.steamstatic.com/3495a2d38f4b7a69cbed80a5c44c39942c3b84b2_medium.jpg,https://avatars.steamstatic.com/3495a2d38f4b7a69cbed80a5c44c39942c3b84b2_full.jpg,https://steamcommunity.com/id/hzp3927/,,,,False,False
,80.0,,{'estimate': 4656},2244.0,65131717,juiceboxmidgt,,False,0,76561198025397445,https://avatars.steamstatic.com/2257c4352fb210080a4d3237bd64b73351219569.jpg,https://avatars.steamstatic.com/2257c4352fb210080a4d3237bd64b73351219569_medium.jpg,https://avatars.steamstatic.com/2257c4352fb210080a4d3237bd64b73351219569_full.jpg,https://steamcommunity.com/id/juiceboxmidget/,2021-03-07T13:28:49.828Z,US,,False,False
,,,{'estimate': 3413},,430613196,VIO,,False,0,76561198390878924,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198390878924/,,,,False,False
,80.0,,{'estimate': 4129},2007.0,993497808,DerA-,,False,0,76561198953763536,https://avatars.steamstatic.com/ec1e7fc6e14a6cbb0f3e9e1c21d50b43711f383b.jpg,https://avatars.steamstatic.com/ec1e7fc6e14a6cbb0f3e9e1c21d50b43711f383b_medium.jpg,https://avatars.steamstatic.com/ec1e7fc6e14a6cbb0f3e9e1c21d50b43711f383b_full.jpg,https://steamcommunity.com/id/AdibVaxImmo3/,,,,False,False
,80.0,,{'estimate': 4654},3614.0,319813840,稻光 亦是永恒。,,False,0,76561198280079568,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198280079568/,,,,False,False
2507.0,34.0,2124.0,{'estimate': 2720},,276578004,...,,False,0,76561198236843732,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198236843732/,,,,False,False
,80.0,,{'estimate': 4253},3125.0,470078166,Sweet,,False,0,76561198430343894,https://avatars.steamstatic.com/d655b0e090a64ce789cc0feda3f79641d417cfd2.jpg,https://avatars.steamstatic.com/d655b0e090a64ce789cc0feda3f79641d417cfd2_medium.jpg,https://avatars.steamstatic.com/d655b0e090a64ce789cc0feda3f79641d417cfd2_full.jpg,https://steamcommunity.com/id/yangxiaoxue/,,CN,,False,False
,80.0,,{'estimate': 5055},2035.0,274938592,xy,,False,0,76561198235204320,https://avatars.steamstatic.com/c8d0533aaaaefb51f1115cc62bf0c1aba3405bfa.jpg,https://avatars.steamstatic.com/c8d0533aaaaefb51f1115cc62bf0c1aba3405bfa_medium.jpg,https://avatars.steamstatic.com/c8d0533aaaaefb51f1115cc62bf0c1aba3405bfa_full.jpg,https://steamcommunity.com/profiles/76561198235204320/,2019-02-03T11:24:03.328Z,,,False,False
5974.0,80.0,5212.0,{'estimate': 5016},4170.0,215463143,谁在那！,,True,0,76561198175728871,https://avatars.steamstatic.com/127039f784da5f2d1c6c130c6729f946404809c1.jpg,https://avatars.steamstatic.com/127039f784da5f2d1c6c130c6729f946404809c1_medium.jpg,https://avatars.steamstatic.com/127039f784da5f2d1c6c130c6729f946404809c1_full.jpg,https://steamcommunity.com/profiles/76561198175728871/,,,,False,False
,33.0,,{'estimate': 2164},,129411305,AE]chln[][n-S,,False,0,76561198089677033,https://avatars.steamstatic.com/5db7892d1aa4e979d3c46c6028a6dc832d66c4b5.jpg,https://avatars.steamstatic.com/5db7892d1aa4e979d3c46c6028a6dc832d66c4b5_medium.jpg,https://avatars.steamstatic.com/5db7892d1aa4e979d3c46c6028a6dc832d66c4b5_full.jpg,https://steamcommunity.com/profiles/76561198089677033/,,PE,,False,False
,80.0,,{'estimate': 4656},3593.0,254241015,SlowMotion,,False,0,76561198214506743,https://avatars.steamstatic.com/ad8849139b95b8dbad3013c231c11934a293cc5c.jpg,https://avatars.steamstatic.com/ad8849139b95b8dbad3013c231c11934a293cc5c_medium.jpg,https://avatars.steamstatic.com/ad8849139b95b8dbad3013c231c11934a293cc5c_full.jpg,https://steamcommunity.com/profiles/76561198214506743/,,,,False,False
6469.0,80.0,,{'estimate': 5624},1227.0,29110522,skra,,True,0,76561197989376250,https://avatars.steamstatic.com/5532d0fb8c54c2405fd4e65217eccdfc9e608269.jpg,https://avatars.steamstatic.com/5532d0fb8c54c2405fd4e65217eccdfc9e608269_medium.jpg,https://avatars.steamstatic.com/5532d0fb8c54c2405fd4e65217eccdfc9e608269_full.jpg,https://steamcommunity.com/id/slickzdoto/,2019-11-27T08:29:39.800Z,AU,,False,False
,80.0,,{'estimate': 4827},3050.0,864598267,Mee,,False,0,76561198824863995,https://avatars.steamstatic.com/f838e6c4c55602826fe87363647ba3f037464564.jpg,https://avatars.steamstatic.com/f838e6c4c55602826fe87363647ba3f037464564_medium.jpg,https://avatars.steamstatic.com/f838e6c4c55602826fe87363647ba3f037464564_full.jpg,https://steamcommunity.com/profiles/76561198824863995/,,CN,,False,False
,64.0,,{'estimate': 3710},,207922941,vaiium,,False,0,76561198168188669,https://avatars.steamstatic.com/a806644e129b9100f1da003b77a366ddf7b3fa66.jpg,https://avatars.steamstatic.com/a806644e129b9100f1da003b77a366ddf7b3fa66_medium.jpg,https://avatars.steamstatic.com/a806644e129b9100f1da003b77a366ddf7b3fa66_full.jpg,https://steamcommunity.com/profiles/76561198168188669/,,,,False,False
